"Plot Title: 10904790"
"#","Date Time, GMT+00:00","Full Range, μS/cm (LGR S/N: 10904790, SEN S/N: 10904790)","Temp, °C (LGR S/N: 10904790, SEN S/N: 10904790)","Coupler Detached (LGR S/N: 10904790)","End Of File (LGR S/N: 10904790)"
10027,05/10/22 09:47:06 PM,522.6,24.13,,
10028,05/10/22 09:47:07 PM,523.0,24.12,,
10029,05/10/22 09:47:08 PM,522.6,24.12,,
10030,05/10/22 09:47:09 PM,523.0,24.12,,
10031,05/10/22 09:47:10 PM,522.6,24.12,,
10032,05/10/22 09:47:11 PM,522.6,24.12,,
10033,05/10/22 09:47:12 PM,523.0,24.12,,
10034,05/10/22 09:47:13 PM,522.6,24.12,,
10035,05/10/22 09:47:14 PM,522.6,24.12,,
10036,05/10/22 09:47:15 PM,522.6,24.12,,
10037,05/10/22 09:47:16 PM,522.6,24.12,,
10038,05/10/22 09:47:17 PM,522.6,24.12,,
10039,05/10/22 09:47:18 PM,522.6,24.13,,
10040,05/10/22 09:47:19 PM,522.6,24.12,,
10041,05/10/22 09:47:20 PM,522.6,24.11,,
10042,05/10/22 09:47:21 PM,523.4,24.09,,
10043,05/10/22 09:47:22 PM,522.6,24.11,,
10044,05/10/22 09:47:23 PM,522.2,24.11,,
10045,05/10/22 09:47:24 PM,523.0,24.12,,
10046,05/10/22 09:47:25 PM,522.6,24.12,,
10047,05/10/22 09:47:26 PM,523.0,24.12,,
10048,05/10/22 09:47:27 PM,522.6,24.12,,
10049,05/10/22 09:47:28 PM,522.6,24.12,,
10050,05/10/22 09:47:29 PM,522.6,24.11,,
10051,05/10/22 09:47:30 PM,522.6,24.12,,
10052,05/10/22 09:47:31 PM,523.0,24.12,,
10053,05/10/22 09:47:32 PM,522.6,24.13,,
10054,05/10/22 09:47:33 PM,522.6,24.12,,
10055,05/10/22 09:47:34 PM,522.6,24.12,,
10056,05/10/22 09:47:35 PM,522.6,24.12,,
10057,05/10/22 09:47:36 PM,522.6,24.12,,
10058,05/10/22 09:47:37 PM,523.0,24.12,,
10059,05/10/22 09:47:38 PM,522.9,24.13,,
10060,05/10/22 09:47:39 PM,522.6,24.12,,
10061,05/10/22 09:47:40 PM,522.6,24.11,,
10062,05/10/22 09:47:41 PM,522.2,24.11,,
10063,05/10/22 09:47:42 PM,522.6,24.12,,
10064,05/10/22 09:47:43 PM,522.6,24.12,,
10065,05/10/22 09:47:44 PM,522.6,24.12,,
10066,05/10/22 09:47:45 PM,523.3,24.14,,
10067,05/10/22 09:47:46 PM,522.6,24.12,,
10068,05/10/22 09:47:47 PM,522.6,24.11,,
10069,05/10/22 09:47:48 PM,522.6,24.11,,
10070,05/10/22 09:47:49 PM,522.6,24.12,,
10071,05/10/22 09:47:50 PM,522.6,24.11,,
10072,05/10/22 09:47:51 PM,522.2,24.11,,
10073,05/10/22 09:47:52 PM,523.0,24.12,,
10074,05/10/22 09:47:53 PM,522.6,24.11,,
10075,05/10/22 09:47:54 PM,522.2,24.11,,
10076,05/10/22 09:47:55 PM,522.6,24.11,,
10077,05/10/22 09:47:56 PM,522.6,24.11,,
10078,05/10/22 09:47:57 PM,522.6,24.11,,
10079,05/10/22 09:47:58 PM,523.0,24.11,,
10080,05/10/22 09:47:59 PM,523.0,24.12,,
10081,05/10/22 09:48:00 PM,522.2,24.09,,
10082,05/10/22 09:48:01 PM,523.0,24.09,,
10083,05/10/22 09:48:02 PM,522.6,24.11,,
10084,05/10/22 09:48:03 PM,522.6,24.11,,
10085,05/10/22 09:48:04 PM,522.6,24.11,,
10086,05/10/22 09:48:05 PM,522.6,24.11,,
10087,05/10/22 09:48:06 PM,522.2,24.09,,
10088,05/10/22 09:48:07 PM,522.6,24.09,,
10089,05/10/22 09:48:08 PM,522.2,24.09,,
10090,05/10/22 09:48:09 PM,522.6,24.11,,
10091,05/10/22 09:48:10 PM,522.6,24.11,,
10092,05/10/22 09:48:11 PM,522.6,24.12,,
10093,05/10/22 09:48:12 PM,522.6,24.11,,
10094,05/10/22 09:48:13 PM,522.6,24.12,,
10095,05/10/22 09:48:14 PM,522.6,24.12,,
10096,05/10/22 09:48:15 PM,522.6,24.12,,
10097,05/10/22 09:48:16 PM,523.3,24.12,,
10098,05/10/22 09:48:17 PM,522.6,24.12,,
10099,05/10/22 09:48:18 PM,522.6,24.11,,
10100,05/10/22 09:48:19 PM,523.0,24.12,,
10101,05/10/22 09:48:20 PM,522.6,24.12,,
10102,05/10/22 09:48:21 PM,522.6,24.12,,
10103,05/10/22 09:48:22 PM,522.6,24.11,,
10104,05/10/22 09:48:23 PM,522.6,24.11,,
10105,05/10/22 09:48:24 PM,522.2,24.11,,
10106,05/10/22 09:48:25 PM,522.6,24.09,,
10107,05/10/22 09:48:26 PM,522.2,24.08,,
10108,05/10/22 09:48:27 PM,522.2,24.09,,
10109,05/10/22 09:48:28 PM,522.6,24.11,,
10110,05/10/22 09:48:29 PM,522.2,24.09,,
10111,05/10/22 09:48:30 PM,522.2,24.08,,
10112,05/10/22 09:48:31 PM,522.2,24.09,,
10113,05/10/22 09:48:32 PM,522.6,24.09,,
10114,05/10/22 09:48:33 PM,522.2,24.09,,
10115,05/10/22 09:48:34 PM,522.6,24.11,,
10116,05/10/22 09:48:35 PM,522.6,24.11,,
10117,05/10/22 09:48:36 PM,522.6,24.12,,
10118,05/10/22 09:48:37 PM,522.6,24.11,,
10119,05/10/22 09:48:38 PM,522.6,24.12,,
10120,05/10/22 09:48:39 PM,522.6,24.12,,
10121,05/10/22 09:48:40 PM,522.6,24.13,,
10122,05/10/22 09:48:41 PM,523.0,24.12,,
10123,05/10/22 09:48:42 PM,522.6,24.13,,
10124,05/10/22 09:48:43 PM,522.2,24.11,,
10125,05/10/22 09:48:44 PM,522.2,24.11,,
10126,05/10/22 09:48:45 PM,522.6,24.09,,
10127,05/10/22 09:48:46 PM,522.2,24.11,,
10128,05/10/22 09:48:47 PM,522.6,24.11,,
10129,05/10/22 09:48:48 PM,522.2,24.09,,
10130,05/10/22 09:48:49 PM,522.6,24.11,,
10131,05/10/22 09:48:50 PM,522.6,24.11,,
10132,05/10/22 09:48:51 PM,522.6,24.12,,
10133,05/10/22 09:48:52 PM,522.6,24.11,,
10134,05/10/22 09:48:53 PM,522.2,24.09,,
10135,05/10/22 09:48:54 PM,522.2,24.09,,
10136,05/10/22 09:48:55 PM,522.2,24.09,,
10137,05/10/22 09:48:56 PM,522.2,24.09,,
10138,05/10/22 09:48:57 PM,522.6,24.09,,
10139,05/10/22 09:48:58 PM,522.6,24.11,,
10140,05/10/22 09:48:59 PM,523.0,24.12,,
10141,05/10/22 09:49:00 PM,522.6,24.11,,
10142,05/10/22 09:49:01 PM,522.6,24.12,,
10143,05/10/22 09:49:02 PM,522.6,24.11,,
10144,05/10/22 09:49:03 PM,522.6,24.11,,
10145,05/10/22 09:49:04 PM,522.2,24.11,,
10146,05/10/22 09:49:05 PM,522.2,24.12,,
10147,05/10/22 09:49:06 PM,522.6,24.11,,
10148,05/10/22 09:49:07 PM,522.2,24.09,,
10149,05/10/22 09:49:08 PM,522.6,24.09,,
10150,05/10/22 09:49:09 PM,522.6,24.11,,
10151,05/10/22 09:49:10 PM,522.2,24.09,,
10152,05/10/22 09:49:11 PM,522.6,24.11,,
10153,05/10/22 09:49:12 PM,522.6,24.11,,
10154,05/10/22 09:49:13 PM,522.6,24.11,,
10155,05/10/22 09:49:14 PM,522.2,24.09,,
10156,05/10/22 09:49:15 PM,522.2,24.09,,
10157,05/10/22 09:49:16 PM,522.6,24.09,,
10158,05/10/22 09:49:17 PM,522.6,24.09,,
10159,05/10/22 09:49:18 PM,522.2,24.08,,
10160,05/10/22 09:49:19 PM,522.2,24.08,,
10161,05/10/22 09:49:20 PM,522.2,24.09,,
10162,05/10/22 09:49:21 PM,522.6,24.09,,
10163,05/10/22 09:49:22 PM,522.2,24.08,,
10164,05/10/22 09:49:23 PM,522.2,24.07,,
10165,05/10/22 09:49:24 PM,522.2,24.08,,
10166,05/10/22 09:49:25 PM,522.2,24.07,,
10167,05/10/22 09:49:26 PM,522.2,24.07,,
10168,05/10/22 09:49:27 PM,522.6,24.08,,
10169,05/10/22 09:49:28 PM,522.2,24.08,,
10170,05/10/22 09:49:29 PM,522.2,24.08,,
10171,05/10/22 09:49:30 PM,522.2,24.08,,
10172,05/10/22 09:49:31 PM,522.6,24.09,,
10173,05/10/22 09:49:32 PM,522.6,24.09,,
10174,05/10/22 09:49:33 PM,522.6,24.12,,
10175,05/10/22 09:49:34 PM,522.6,24.09,,
10176,05/10/22 09:49:35 PM,522.2,24.08,,
10177,05/10/22 09:49:36 PM,522.6,24.09,,
10178,05/10/22 09:49:37 PM,522.2,24.08,,
10179,05/10/22 09:49:38 PM,522.6,24.08,,
10180,05/10/22 09:49:39 PM,522.6,24.09,,
10181,05/10/22 09:49:40 PM,522.2,24.09,,
10182,05/10/22 09:49:41 PM,522.2,24.09,,
10183,05/10/22 09:49:42 PM,522.6,24.11,,
10184,05/10/22 09:49:43 PM,522.2,24.11,,
10185,05/10/22 09:49:44 PM,522.6,24.09,,
10186,05/10/22 09:49:45 PM,522.2,24.09,,
10187,05/10/22 09:49:46 PM,522.2,24.09,,
10188,05/10/22 09:49:47 PM,522.6,24.11,,
10189,05/10/22 09:49:48 PM,522.2,24.11,,
10190,05/10/22 09:49:49 PM,522.2,24.11,,
10191,05/10/22 09:49:50 PM,522.2,24.08,,
10192,05/10/22 09:49:51 PM,522.2,24.09,,
10193,05/10/22 09:49:52 PM,522.2,24.09,,
10194,05/10/22 09:49:53 PM,522.6,24.11,,
10195,05/10/22 09:49:54 PM,522.2,24.08,,
10196,05/10/22 09:49:55 PM,522.6,24.09,,
10197,05/10/22 09:49:56 PM,522.2,24.07,,
10198,05/10/22 09:49:57 PM,522.2,24.08,,
10199,05/10/22 09:49:58 PM,522.2,24.08,,
10200,05/10/22 09:49:59 PM,522.6,24.09,,
10201,05/10/22 09:50:00 PM,522.6,24.09,,
10202,05/10/22 09:50:01 PM,522.6,24.09,,
10203,05/10/22 09:50:02 PM,522.2,24.11,,
10204,05/10/22 09:50:03 PM,522.2,24.09,,
10205,05/10/22 09:50:04 PM,522.2,24.07,,
10206,05/10/22 09:50:05 PM,522.2,24.09,,
10207,05/10/22 09:50:06 PM,522.2,24.08,,
10208,05/10/22 09:50:07 PM,522.2,24.08,,
10209,05/10/22 09:50:08 PM,522.2,24.07,,
10210,05/10/22 09:50:09 PM,522.2,24.06,,
10211,05/10/22 09:50:10 PM,522.2,24.06,,
10212,05/10/22 09:50:11 PM,522.2,24.07,,
10213,05/10/22 09:50:12 PM,522.2,24.08,,
10214,05/10/22 09:50:13 PM,522.2,24.09,,
10215,05/10/22 09:50:14 PM,522.2,24.07,,
10216,05/10/22 09:50:15 PM,522.2,24.08,,
10217,05/10/22 09:50:16 PM,522.2,24.07,,
10218,05/10/22 09:50:17 PM,522.2,24.07,,
10219,05/10/22 09:50:18 PM,522.2,24.07,,
10220,05/10/22 09:50:19 PM,522.2,24.08,,
10221,05/10/22 09:50:20 PM,522.2,24.07,,
10222,05/10/22 09:50:21 PM,522.2,24.08,,
10223,05/10/22 09:50:22 PM,522.2,24.08,,
10224,05/10/22 09:50:23 PM,522.2,24.08,,
10225,05/10/22 09:50:24 PM,522.2,24.08,,
10226,05/10/22 09:50:25 PM,522.2,24.07,,
10227,05/10/22 09:50:26 PM,522.2,24.08,,
10228,05/10/22 09:50:27 PM,522.2,24.08,,
10229,05/10/22 09:50:28 PM,522.2,24.08,,
10230,05/10/22 09:50:29 PM,522.2,24.09,,
10231,05/10/22 09:50:30 PM,522.2,24.08,,
10232,05/10/22 09:50:31 PM,522.2,24.07,,
10233,05/10/22 09:50:32 PM,522.2,24.08,,
10234,05/10/22 09:50:33 PM,522.2,24.08,,
10235,05/10/22 09:50:34 PM,522.2,24.08,,
10236,05/10/22 09:50:35 PM,522.2,24.07,,
10237,05/10/22 09:50:36 PM,522.2,24.08,,
10238,05/10/22 09:50:37 PM,522.2,24.07,,
10239,05/10/22 09:50:38 PM,522.2,24.07,,
10240,05/10/22 09:50:39 PM,522.2,24.07,,
10241,05/10/22 09:50:40 PM,522.2,24.07,,
10242,05/10/22 09:50:41 PM,522.2,24.07,,
10243,05/10/22 09:50:42 PM,522.2,24.07,,
10244,05/10/22 09:50:43 PM,522.2,24.08,,
10245,05/10/22 09:50:44 PM,522.2,24.08,,
10246,05/10/22 09:50:45 PM,522.2,24.07,,
10247,05/10/22 09:50:46 PM,522.2,24.07,,
10248,05/10/22 09:50:47 PM,522.6,24.08,,
10249,05/10/22 09:50:48 PM,522.2,24.08,,
10250,05/10/22 09:50:49 PM,522.2,24.07,,
10251,05/10/22 09:50:50 PM,522.2,24.07,,
10252,05/10/22 09:50:51 PM,522.2,24.08,,
10253,05/10/22 09:50:52 PM,522.2,24.08,,
10254,05/10/22 09:50:53 PM,522.2,24.08,,
10255,05/10/22 09:50:54 PM,522.2,24.08,,
10256,05/10/22 09:50:55 PM,522.2,24.07,,
10257,05/10/22 09:50:56 PM,522.2,24.06,,
10258,05/10/22 09:50:57 PM,522.2,24.06,,
10259,05/10/22 09:50:58 PM,522.2,24.06,,
10260,05/10/22 09:50:59 PM,522.2,24.07,,
10261,05/10/22 09:51:00 PM,522.2,24.07,,
10262,05/10/22 09:51:01 PM,522.2,24.07,,
10263,05/10/22 09:51:02 PM,521.8,24.07,,
10264,05/10/22 09:51:03 PM,522.2,24.06,,
10265,05/10/22 09:51:04 PM,522.2,24.06,,
10266,05/10/22 09:51:05 PM,522.2,24.06,,
10267,05/10/22 09:51:06 PM,522.2,24.06,,
10268,05/10/22 09:51:07 PM,522.2,24.06,,
10269,05/10/22 09:51:08 PM,522.2,24.06,,
10270,05/10/22 09:51:09 PM,522.2,24.06,,
10271,05/10/22 09:51:10 PM,522.2,24.07,,
10272,05/10/22 09:51:11 PM,522.2,24.04,,
10273,05/10/22 09:51:12 PM,521.8,24.04,,
10274,05/10/22 09:51:13 PM,522.2,24.06,,
10275,05/10/22 09:51:14 PM,522.2,24.07,,
10276,05/10/22 09:51:15 PM,522.2,24.07,,
10277,05/10/22 09:51:16 PM,521.8,24.06,,
10278,05/10/22 09:51:17 PM,521.1,24.07,,
10279,05/10/22 09:51:18 PM,521.0,24.08,,
10280,05/10/22 09:51:19 PM,521.0,24.08,,
10281,05/10/22 09:51:20 PM,521.4,24.09,,
10282,05/10/22 09:51:21 PM,521.4,24.09,,
10283,05/10/22 09:51:22 PM,522.2,24.09,,
10284,05/10/22 09:51:23 PM,522.2,24.08,,
10285,05/10/22 09:51:24 PM,521.8,24.06,,
10286,05/10/22 09:51:25 PM,522.2,24.04,,
10287,05/10/22 09:51:26 PM,522.2,24.06,,
10288,05/10/22 09:51:27 PM,522.2,24.06,,
10289,05/10/22 09:51:28 PM,522.2,24.06,,
10290,05/10/22 09:51:29 PM,522.2,24.06,,
10291,05/10/22 09:51:30 PM,522.2,24.07,,
10292,05/10/22 09:51:31 PM,522.2,24.04,,
10293,05/10/22 09:51:32 PM,522.2,24.04,,
10294,05/10/22 09:51:33 PM,522.2,24.04,,
10295,05/10/22 09:51:34 PM,521.8,24.04,,
10296,05/10/22 09:51:35 PM,522.2,24.04,,
10297,05/10/22 09:51:36 PM,522.2,24.06,,
10298,05/10/22 09:51:37 PM,522.2,24.06,,
10299,05/10/22 09:51:38 PM,522.2,24.06,,
10300,05/10/22 09:51:39 PM,522.2,24.06,,
10301,05/10/22 09:51:40 PM,522.2,24.06,,
10302,05/10/22 09:51:41 PM,522.2,24.07,,
10303,05/10/22 09:51:42 PM,522.2,24.07,,
10304,05/10/22 09:51:43 PM,522.2,24.07,,
10305,05/10/22 09:51:44 PM,522.2,24.06,,
10306,05/10/22 09:51:45 PM,522.2,24.06,,
10307,05/10/22 09:51:46 PM,522.2,24.06,,
10308,05/10/22 09:51:47 PM,522.2,24.06,,
10309,05/10/22 09:51:48 PM,522.2,24.07,,
10310,05/10/22 09:51:49 PM,522.6,24.07,,
10311,05/10/22 09:51:50 PM,522.2,24.07,,
10312,05/10/22 09:51:51 PM,522.2,24.07,,
10313,05/10/22 09:51:52 PM,522.2,24.06,,
10314,05/10/22 09:51:53 PM,522.2,24.04,,
10315,05/10/22 09:51:54 PM,522.2,24.06,,
10316,05/10/22 09:51:55 PM,521.8,24.03,,
10317,05/10/22 09:51:56 PM,521.8,24.03,,
10318,05/10/22 09:51:57 PM,522.2,24.04,,
10319,05/10/22 09:51:58 PM,522.2,24.06,,
10320,05/10/22 09:51:59 PM,522.2,24.04,,
10321,05/10/22 09:52:00 PM,521.8,24.06,,
10322,05/10/22 09:52:01 PM,522.2,24.06,,
10323,05/10/22 09:52:02 PM,521.8,24.04,,
10324,05/10/22 09:52:03 PM,522.2,24.06,,
10325,05/10/22 09:52:04 PM,522.2,24.06,,
10326,05/10/22 09:52:05 PM,522.2,24.06,,
10327,05/10/22 09:52:06 PM,522.2,24.06,,
10328,05/10/22 09:52:07 PM,522.2,24.06,,
10329,05/10/22 09:52:08 PM,522.2,24.06,,
10330,05/10/22 09:52:09 PM,522.2,24.04,,
10331,05/10/22 09:52:10 PM,521.8,24.04,,
10332,05/10/22 09:52:11 PM,522.2,24.06,,
10333,05/10/22 09:52:12 PM,522.2,24.04,,
10334,05/10/22 09:52:13 PM,522.2,24.06,,
10335,05/10/22 09:52:14 PM,521.8,24.06,,
10336,05/10/22 09:52:15 PM,521.8,24.04,,
10337,05/10/22 09:52:16 PM,521.8,24.03,,
10338,05/10/22 09:52:17 PM,522.2,24.04,,
10339,05/10/22 09:52:18 PM,521.8,24.03,,
10340,05/10/22 09:52:19 PM,521.8,24.03,,
10341,05/10/22 09:52:20 PM,521.8,24.04,,
10342,05/10/22 09:52:21 PM,521.8,24.03,,
10343,05/10/22 09:52:22 PM,521.8,24.03,,
10344,05/10/22 09:52:23 PM,522.2,24.03,,
10345,05/10/22 09:52:24 PM,521.8,24.03,,
10346,05/10/22 09:52:25 PM,522.2,24.03,,
10347,05/10/22 09:52:26 PM,521.8,24.03,,
10348,05/10/22 09:52:27 PM,521.8,24.03,,
10349,05/10/22 09:52:28 PM,521.8,24.04,,
10350,05/10/22 09:52:29 PM,521.8,24.04,,
10351,05/10/22 09:52:30 PM,521.8,24.04,,
10352,05/10/22 09:52:31 PM,521.8,24.04,,
10353,05/10/22 09:52:32 PM,522.2,24.04,,
10354,05/10/22 09:52:33 PM,522.2,24.04,,
10355,05/10/22 09:52:34 PM,521.8,24.04,,
10356,05/10/22 09:52:35 PM,522.2,24.03,,
10357,05/10/22 09:52:36 PM,522.2,24.03,,
10358,05/10/22 09:52:37 PM,521.8,24.03,,
10359,05/10/22 09:52:38 PM,522.2,24.04,,
10360,05/10/22 09:52:39 PM,521.8,24.03,,
10361,05/10/22 09:52:40 PM,522.2,24.04,,
10362,05/10/22 09:52:41 PM,522.2,24.04,,
10363,05/10/22 09:52:42 PM,522.2,24.04,,
10364,05/10/22 09:52:43 PM,522.2,24.04,,
10365,05/10/22 09:52:44 PM,521.8,24.03,,
10366,05/10/22 09:52:45 PM,521.8,24.03,,
10367,05/10/22 09:52:46 PM,522.2,24.03,,
10368,05/10/22 09:52:47 PM,522.2,24.04,,
10369,05/10/22 09:52:48 PM,522.2,24.04,,
10370,05/10/22 09:52:49 PM,522.2,24.04,,
10371,05/10/22 09:52:50 PM,522.2,24.04,,
10372,05/10/22 09:52:51 PM,522.2,24.06,,
10373,05/10/22 09:52:52 PM,522.2,24.06,,
10374,05/10/22 09:52:53 PM,522.2,24.06,,
10375,05/10/22 09:52:54 PM,522.2,24.06,,
10376,05/10/22 09:52:55 PM,522.2,24.04,,
10377,05/10/22 09:52:56 PM,522.2,24.04,,
10378,05/10/22 09:52:57 PM,522.2,24.04,,
10379,05/10/22 09:52:58 PM,522.2,24.04,,
10380,05/10/22 09:52:59 PM,522.2,24.04,,
10381,05/10/22 09:53:00 PM,522.2,24.04,,
10382,05/10/22 09:53:01 PM,522.2,24.04,,
10383,05/10/22 09:53:02 PM,521.8,24.03,,
10384,05/10/22 09:53:03 PM,522.2,24.03,,
10385,05/10/22 09:53:04 PM,521.9,24.02,,
10386,05/10/22 09:53:05 PM,522.2,24.03,,
10387,05/10/22 09:53:06 PM,521.9,24.02,,
10388,05/10/22 09:53:07 PM,522.2,24.02,,
10389,05/10/22 09:53:08 PM,521.9,24.02,,
10390,05/10/22 09:53:09 PM,521.8,24.03,,
10391,05/10/22 09:53:10 PM,522.2,24.02,,
10392,05/10/22 09:53:11 PM,522.2,24.03,,
10393,05/10/22 09:53:12 PM,521.8,24.03,,
10394,05/10/22 09:53:13 PM,521.8,24.03,,
10395,05/10/22 09:53:14 PM,521.9,24.02,,
10396,05/10/22 09:53:15 PM,522.2,24.03,,
10397,05/10/22 09:53:16 PM,522.2,24.03,,
10398,05/10/22 09:53:17 PM,521.8,24.03,,
10399,05/10/22 09:53:18 PM,521.8,24.03,,
10400,05/10/22 09:53:19 PM,521.8,24.03,,
10401,05/10/22 09:53:20 PM,521.9,24.02,,
10402,05/10/22 09:53:21 PM,522.2,24.02,,
10403,05/10/22 09:53:22 PM,522.2,24.03,,
10404,05/10/22 09:53:23 PM,522.2,24.03,,
10405,05/10/22 09:53:24 PM,522.2,24.04,,
10406,05/10/22 09:53:25 PM,522.2,24.06,,
10407,05/10/22 09:53:26 PM,521.8,24.04,,
10408,05/10/22 09:53:27 PM,522.2,24.03,,
10409,05/10/22 09:53:28 PM,521.8,24.03,,
10410,05/10/22 09:53:29 PM,522.2,24.03,,
10411,05/10/22 09:53:30 PM,522.2,24.04,,
10412,05/10/22 09:53:31 PM,521.8,24.03,,
10413,05/10/22 09:53:32 PM,521.9,24.02,,
10414,05/10/22 09:53:33 PM,521.9,24.01,,
10415,05/10/22 09:53:34 PM,521.9,24.02,,
10416,05/10/22 09:53:35 PM,521.8,24.03,,
10417,05/10/22 09:53:36 PM,521.9,24.02,,
10418,05/10/22 09:53:37 PM,522.2,24.02,,
10419,05/10/22 09:53:38 PM,521.9,24.02,,
10420,05/10/22 09:53:39 PM,521.9,24.02,,
10421,05/10/22 09:53:40 PM,521.9,24.02,,
10422,05/10/22 09:53:41 PM,522.2,24.03,,
10423,05/10/22 09:53:42 PM,522.2,24.03,,
10424,05/10/22 09:53:43 PM,522.2,24.03,,
10425,05/10/22 09:53:44 PM,522.2,24.02,,
10426,05/10/22 09:53:45 PM,521.9,24.02,,
10427,05/10/22 09:53:46 PM,521.9,24.02,,
10428,05/10/22 09:53:47 PM,521.9,24.02,,
10429,05/10/22 09:53:48 PM,521.9,24.02,,
10430,05/10/22 09:53:49 PM,521.9,24.02,,
10431,05/10/22 09:53:50 PM,522.2,24.01,,
10432,05/10/22 09:53:51 PM,521.9,24.01,,
10433,05/10/22 09:53:52 PM,521.9,24.01,,
10434,05/10/22 09:53:53 PM,521.9,24.01,,
10435,05/10/22 09:53:54 PM,522.2,24.02,,
10436,05/10/22 09:53:55 PM,522.2,24.02,,
10437,05/10/22 09:53:56 PM,522.2,24.03,,
10438,05/10/22 09:53:57 PM,522.2,24.03,,
10439,05/10/22 09:53:58 PM,522.2,24.03,,
10440,05/10/22 09:53:59 PM,522.2,24.04,,
10441,05/10/22 09:54:00 PM,522.2,24.04,,
10442,05/10/22 09:54:01 PM,522.2,24.06,,
10443,05/10/22 09:54:02 PM,522.2,24.06,,
10444,05/10/22 09:54:03 PM,522.2,24.04,,
10445,05/10/22 09:54:04 PM,522.2,24.04,,
10446,05/10/22 09:54:05 PM,522.2,24.03,,
10447,05/10/22 09:54:06 PM,522.2,24.03,,
10448,05/10/22 09:54:07 PM,521.9,24.02,,
10449,05/10/22 09:54:08 PM,521.9,24.02,,
10450,05/10/22 09:54:09 PM,521.9,24.02,,
10451,05/10/22 09:54:10 PM,521.9,24.02,,
10452,05/10/22 09:54:11 PM,521.9,24.02,,
10453,05/10/22 09:54:12 PM,521.9,24.02,,
10454,05/10/22 09:54:13 PM,521.9,24.02,,
10455,05/10/22 09:54:14 PM,521.9,24.02,,
10456,05/10/22 09:54:15 PM,521.9,24.02,,
10457,05/10/22 09:54:16 PM,521.9,24.01,,
10458,05/10/22 09:54:17 PM,521.9,23.99,,
10459,05/10/22 09:54:18 PM,522.2,24.01,,
10460,05/10/22 09:54:19 PM,522.2,24.01,,
10461,05/10/22 09:54:20 PM,522.2,24.02,,
10462,05/10/22 09:54:21 PM,521.9,24.02,,
10463,05/10/22 09:54:22 PM,521.9,24.02,,
10464,05/10/22 09:54:23 PM,522.2,24.02,,
10465,05/10/22 09:54:24 PM,522.2,24.02,,
10466,05/10/22 09:54:25 PM,522.2,24.02,,
10467,05/10/22 09:54:26 PM,522.2,24.03,,
10468,05/10/22 09:54:27 PM,522.2,24.02,,
10469,05/10/22 09:54:28 PM,521.9,24.02,,
10470,05/10/22 09:54:29 PM,522.2,24.02,,
10471,05/10/22 09:54:30 PM,522.2,24.03,,
10472,05/10/22 09:54:31 PM,522.2,24.03,,
10473,05/10/22 09:54:32 PM,521.9,24.01,,
10474,05/10/22 09:54:33 PM,522.2,24.02,,
10475,05/10/22 09:54:34 PM,521.9,24.01,,
10476,05/10/22 09:54:35 PM,522.2,24.01,,
10477,05/10/22 09:54:36 PM,522.2,24.02,,
10478,05/10/22 09:54:37 PM,522.2,24.02,,
10479,05/10/22 09:54:38 PM,522.2,24.02,,
10480,05/10/22 09:54:39 PM,522.2,24.02,,
10481,05/10/22 09:54:40 PM,522.2,24.02,,
10482,05/10/22 09:54:41 PM,522.2,24.02,,
10483,05/10/22 09:54:42 PM,522.2,24.03,,
10484,05/10/22 09:54:43 PM,522.2,24.02,,
10485,05/10/22 09:54:44 PM,522.2,24.01,,
10486,05/10/22 09:54:45 PM,521.9,24.01,,
10487,05/10/22 09:54:46 PM,521.9,24.01,,
10488,05/10/22 09:54:47 PM,522.2,24.01,,
10489,05/10/22 09:54:48 PM,522.2,24.01,,
10490,05/10/22 09:54:49 PM,521.9,23.98,,
10491,05/10/22 09:54:50 PM,521.9,23.99,,
10492,05/10/22 09:54:51 PM,522.3,23.99,,
10493,05/10/22 09:54:52 PM,521.9,23.99,,
10494,05/10/22 09:54:53 PM,522.3,23.99,,
10495,05/10/22 09:54:54 PM,521.9,23.99,,
10496,05/10/22 09:54:55 PM,522.2,24.01,,
10497,05/10/22 09:54:56 PM,522.3,23.99,,
10498,05/10/22 09:54:57 PM,522.2,24.01,,
10499,05/10/22 09:54:58 PM,522.2,24.01,,
10500,05/10/22 09:54:59 PM,522.2,24.01,,
10501,05/10/22 09:55:00 PM,522.2,24.01,,
10502,05/10/22 09:55:01 PM,521.9,24.01,,
10503,05/10/22 09:55:02 PM,522.2,24.01,,
10504,05/10/22 09:55:03 PM,522.2,24.02,,
10505,05/10/22 09:55:04 PM,522.2,24.01,,
10506,05/10/22 09:55:05 PM,522.3,23.99,,
10507,05/10/22 09:55:06 PM,522.3,23.99,,
10508,05/10/22 09:55:07 PM,522.2,24.01,,
10509,05/10/22 09:55:08 PM,522.2,24.01,,
10510,05/10/22 09:55:09 PM,522.2,24.01,,
10511,05/10/22 09:55:10 PM,522.2,24.01,,
10512,05/10/22 09:55:11 PM,522.2,24.02,,
10513,05/10/22 09:55:12 PM,522.2,24.03,,
10514,05/10/22 09:55:13 PM,522.2,24.01,,
10515,05/10/22 09:55:14 PM,522.2,24.01,,
10516,05/10/22 09:55:15 PM,522.3,23.99,,
10517,05/10/22 09:55:16 PM,522.2,24.01,,
10518,05/10/22 09:55:17 PM,522.2,24.01,,
10519,05/10/22 09:55:18 PM,522.3,23.99,,
10520,05/10/22 09:55:19 PM,522.3,23.99,,
10521,05/10/22 09:55:20 PM,522.3,23.99,,
